"","user_id","user_name","yelping_since","user_averageStars","isElite","userCountLV","review_star","business_id","rest_name","rest_stars","city","state","rest_reviewCount","full_address","category"
"1","u 1","Michael","2008-04",3.82,"Elite",18,4,"r 393","Rocco's NY Pizzeria",4,"Las Vegas","NV",238,"10860 W Charleston Blvd
Ste 190
Summerlin
Las Vegas, NV 89135","Pizza"
"2","u 1","Michael","2008-04",3.82,"Elite",18,4,"r 3367","Bachi Burger",4,"Las Vegas","NV",2622,"470 E Windmill Ln
Ste 100
Southeast
Las Vegas, NV 89123","Burgers"
"3","u 1","Michael","2008-04",3.82,"Elite",18,5,"r 374","Amigos Tacos",4,"Las Vegas","NV",59,"7425 S Durango Dr
Southwest
Las Vegas, NV 89113","Mexican"
"4","u 1","Michael","2008-04",3.82,"Elite",18,3,"r 763","Mark Rich's New York Pizza & Pasta",3,"Las Vegas","NV",139,"11710 W Charleston Blvd
Summerlin
Las Vegas, NV 89135","Italian, Pizza"
"5","u 1","Michael","2008-04",3.82,"Elite",18,5,"r 370","Pho Saigon 8",3.5,"Las Vegas","NV",405,"5650 Spring Mountain Rd
Chinatown
Las Vegas, NV 89146","Vietnamese"
"6","u 1","Michael","2008-04",3.82,"Elite",18,2,"r 2844","Pop's Philly Steaks",3.5,"Las Vegas","NV",408,"501 S Decatur Blvd
Westside
Las Vegas, NV 89107","Cheesesteaks, Sandwiches"
"7","u 1","Michael","2008-04",3.82,"Elite",18,4,"r 4660","Tokyo Sushi House",3,"Las Vegas","NV",212,"10040 W Cheyenne Ave
Ste 150
Summerlin
Las Vegas, NV 89129","Sushi Bars, Japanese"
"8","u 1","Michael","2008-04",3.82,"Elite",18,5,"r 3908","Ping Pang Pong",3.5,"Las Vegas","NV",662,"Gold Coast Hotel & Casino
4000 W Flamingo Rd
Las Vegas, NV 89103","Seafood, Cantonese, Dim Sum, Chinese"
"9","u 1","Michael","2008-04",3.82,"Elite",18,5,"r 2684","Slidin' Thru",4,"Las Vegas","NV",369,"500 S Grand Central Pkwy
Downtown
Las Vegas, NV 89155","Food, Burgers, Food Trucks"
"10","u 1","Michael","2008-04",3.82,"Elite",18,5,"r 4098","Sushi Mon",3.5,"Las Vegas","NV",269,"8320 W Sahara Ave
Ste 180
Westside
Las Vegas, NV 89117","Sushi Bars, Japanese"
"11","u 1","Michael","2008-04",3.82,"Elite",18,5,"r 455","Capriotti's Sandwich Shop",4,"Las Vegas","NV",70,"Red Rock Casino Resort
11011 W Charleston Blvd
South Summerlin
Las Vegas, NV 89135","Sandwiches"
"12","u 1","Michael","2008-04",3.82,"Elite",18,2,"r 1762","Pho Hung Restaurant",3,"Las Vegas","NV",86,"5288 Spring Mountain Rd
Ste 106
Chinatown
Las Vegas, NV 89146","Vietnamese, Asian Fusion"
"13","u 1","Michael","2008-04",3.82,"Elite",18,1,"r 2279","Garduños",3,"Las Vegas","NV",116,"Palms Casino Resort
4321 W Flamingo Rd
Las Vegas, NV 89103","Mexican"
"14","u 1","Michael","2008-04",3.82,"Elite",18,4,"r 1684","Familia Pizzeria",4,"Las Vegas","NV",243,"8090 S Durango Dr
Southwest
Las Vegas, NV 89113","Pizza"
"15","u 1","Michael","2008-04",3.82,"Elite",18,4,"r 3512","Pho Huong Saigon",2,"Las Vegas","NV",26,"3650 S Decatur Blvd
Chinatown
Las Vegas, NV 89103","Vietnamese"
"16","u 1","Michael","2008-04",3.82,"Elite",18,5,"r 3815","The Peppermill Restaurant & Fireside Lounge",4,"Las Vegas","NV",2120,"2985 Las Vegas Blvd S
The Strip
Las Vegas, NV 89109","Bars, American (Traditional), Breakfast & Brunch, Nightlife, Lounges"
"17","u 1","Michael","2008-04",3.82,"Elite",18,4,"r 2333","India Palace",4,"Las Vegas","NV",587,"505 E Twain Ave
Eastside
Las Vegas, NV 89169","Indian"
"18","u 1","Michael","2008-04",3.82,"Elite",18,4,"r 4209","El Patron Mexican Restaurant & Oyster Bar",3.5,"Las Vegas","NV",21,"2797 S Maryland Pkwy
Eastside
Las Vegas, NV 89109","Mexican"
"19","u 2","Michael","2011-01",3.16,"Elite",4,5,"r 2189","Hakkasan Restaurant",4,"Las Vegas","NV",295,"MGM Grand
3799 Las Vegas Blvd S
The Strip
Las Vegas, NV 89109","Cantonese, Dim Sum, Chinese"
"20","u 2","Michael","2011-01",3.16,"Elite",4,1,"r 3776","Bacchanal Buffet",4,"Las Vegas","NV",5216,"Caesars Palace Las Vegas Hotel And Casino
3570 Las Vegas Boulevard South
The Strip
Las Vegas, NV 89109","Buffets"
"21","u 2","Michael","2011-01",3.16,"Elite",4,3,"r 554","Fiamma Trattoria & Bar",4,"Las Vegas","NV",659,"MGM Grand Hotel and Casino
3799 Las Vegas Boulevard South
The Strip
Las Vegas, NV 89109","Wine Bars, Bars, Nightlife, Italian"
"22","u 2","Michael","2011-01",3.16,"Elite",4,5,"r 4529","StripSteak",4,"Las Vegas","NV",940,"Mandalay Bay Resort & Casino
3950 S Las Vegas Boulevard
The Strip
Las Vegas, NV 89119","Steakhouses, American (New)"
"23","u 3","Thi","2009-07",3.79,"Elite",3,4,"r 316","Earl of Sandwich",4.5,"Las Vegas","NV",4687,"Planet Hollywood Resort & Casino
3667 Las Vegas Blvd S
The Strip
Las Vegas, NV 89109","Sandwiches"
"24","u 3","Thi","2009-07",3.79,"Elite",3,5,"r 223","Lemongrass Café",3.5,"Las Vegas","NV",425,"8820 S Eastern Ave
Las Vegas, NV 89123","Vietnamese"
"25","u 3","Thi","2009-07",3.79,"Elite",3,4,"r 1394","The Buffet at Bellagio",3.5,"Las Vegas","NV",3305,"Bellagio Las Vegas
3600 S Las Vegas Blvd
The Strip
Las Vegas, NV 89109","American (New), Buffets"
"26","u 4","Sonia","2007-02",3.55,"non-Elite",4,3,"r 946","Lemongrass",3.5,"Las Vegas","NV",712,"ARIA Resort & Casino
3737 Las Vegas Blvd S
The Strip
Las Vegas, NV 89109","Thai"
"27","u 4","Sonia","2007-02",3.55,"non-Elite",4,4,"r 1494","Jasmine",3.5,"Las Vegas","NV",274,"Bellagio Las Vegas
3600 S Las Vegas Blvd
The Strip
Las Vegas, NV 89109","Bars, Nightlife, Chinese"
"28","u 4","Sonia","2007-02",3.55,"non-Elite",4,3,"r 1183","Julian Serrano",4,"Las Vegas","NV",1387,"ARIA Resort & Casino
3733 Las Vegas Blvd S
The Strip
Las Vegas, NV 89109","Tapas Bars, Spanish"
"29","u 4","Sonia","2007-02",3.55,"non-Elite",4,2,"r 2805","Il Mulino New York",4,"Las Vegas","NV",230,"The Forum Shops at Caesars Palace
3500 Las Vegas Blvd S
The Strip
Las Vegas, NV 89109",", Italian"
"30","u 5","Nolan","2008-04",3.77,"Elite",7,5,"r 4731","The Buffet",3.5,"Las Vegas","NV",3546,"Wynn Las Vegas
3131 Las Vegas Blvd S
The Strip
Las Vegas, NV 89109","Buffets"
"31","u 5","Nolan","2008-04",3.77,"Elite",7,5,"r 4787","Del Frisco's Double Eagle Steak House",4.5,"Las Vegas","NV",1098,"3925 Paradise Rd
Eastside
Las Vegas, NV 89169","Steakhouses"
"32","u 5","Nolan","2008-04",3.77,"Elite",7,4,"r 4017","Triple 7 Restaurant & Microbrewery",3.5,"Las Vegas","NV",411,"Main Street Station Hotel
200 N Main St
Las Vegas, NV 89101","Food, American (Traditional), Breweries"
"33","u 5","Nolan","2008-04",3.77,"Elite",7,3,"r 528","Wo Fat",3.5,"Las Vegas","NV",116,"3700 E Desert Inn Rd
Ste 1
Eastside
Las Vegas, NV 89121","Chinese"
"34","u 5","Nolan","2008-04",3.77,"Elite",7,4,"r 4736","Badger Cafe",4,"Las Vegas","NV",119,"1801 E Tropicana Ave
Ste 8
Eastside
Las Vegas, NV 89119","American (New)"
"35","u 5","Nolan","2008-04",3.77,"Elite",7,4,"r 4245","Island Flavor ",4.5,"Las Vegas","NV",896,"8090 S Durango Dr
Ste 103
Southwest
Las Vegas, NV 89113","Hawaiian"
"36","u 5","Nolan","2008-04",3.77,"Elite",7,3,"r 2897","Rub Bbq",2.5,"Las Vegas","NV",30,"3700 W Flamingo Rd
Las Vegas, NV 89103","Barbeque"
"37","u 6","Dan","2010-09",3.62,"Elite",4,4,"r 2245","Gangnam Asian BBQ Dining",4.5,"Las Vegas","NV",3767,"4480 Paradise Rd
Eastside
Las Vegas, NV 89169","Korean, Japanese, Barbeque"
"38","u 6","Dan","2010-09",3.62,"Elite",4,4,"r 3848","Griddlecakes",3.5,"Las Vegas","NV",283,"9480 S Eastern Ave
Las Vegas, NV 89123","Breakfast & Brunch, American (Traditional)"
"39","u 6","Dan","2010-09",3.62,"Elite",4,3,"r 62","The Buffet At TI",2.5,"Las Vegas","NV",613,"Treasure Island
3300 S Las Vegas Blvd S
The Strip
Las Vegas, NV 89109","Breakfast & Brunch, American (Traditional), Buffets"
"40","u 6","Dan","2010-09",3.62,"Elite",4,2,"r 2964","Carnival World Buffet",3.5,"Las Vegas","NV",1394,"Rio All-Suite Hotel & Casino
3700 W Flamingo Road
Las Vegas, NV 89103","Buffets"
"41","u 7","Jerry","2011-05",4.36,"Elite",6,5,"r 3019","SUSHISAMBA - Las Vegas",4,"Las Vegas","NV",1727,"3327 Las Vegas Blvd
The Strip
Las Vegas, NV 89109","Breakfast & Brunch, Bars, Asian Fusion, Nightlife"
"42","u 7","Jerry","2011-05",4.36,"Elite",6,4,"r 766","THE Steak House",4,"Las Vegas","NV",454,"Circus Circus Hotel and Casino
2880 Las Vegas Blvd S
The Strip
Las Vegas, NV 89109","Steakhouses"
"43","u 7","Jerry","2011-05",4.36,"Elite",6,4,"r 4577","Raku",4.5,"Las Vegas","NV",1094,"5030 Spring Mountain Rd
Chinatown
Las Vegas, NV 89146","Japanese"
"44","u 7","Jerry","2011-05",4.36,"Elite",6,4,"r 826","Scarpetta",4,"Las Vegas","NV",963,"Cosmopolitan Hotel
3708 Las Vegas Blvd S
The Strip
Las Vegas, NV 89109",", Italian"
"45","u 7","Jerry","2011-05",4.36,"Elite",6,5,"r 1082","Kabuto",4.5,"Las Vegas","NV",399,"5040 Spring Mountain Rd
Ste 4
Chinatown
Las Vegas, NV 89146","Sushi Bars, Japanese"
"46","u 7","Jerry","2011-05",4.36,"Elite",6,4,"r 1334","China Poblano",3,"Las Vegas","NV",1149,"3708 Las Vegas Blvd S
The Strip
Las Vegas, NV 89109","Mexican, Chinese"
"47","u 8","Chris","2013-10",4.58,"Elite",3,4,"r 4666","Golden Dragon Chinese Cuisine",3,"Las Vegas","NV",77,"6120 W Tropicana Ave
Ste A1
Las Vegas, NV 89103","Chinese"
"48","u 8","Chris","2013-10",4.58,"Elite",3,4,"r 741","Miller's Ale House - Las Vegas",3.5,"Las Vegas","NV",453,"6683 Las Vegas Blvd S
Southeast
Las Vegas, NV 89119","Bars, Seafood, Nightlife, American (New), Sports Bars"
"49","u 8","Chris","2013-10",4.58,"Elite",3,4,"r 905","Cantina Laredo",3.5,"Las Vegas","NV",345,"430 S Rampart Blvd
Ste 110
Westside
Las Vegas, NV 89145","Food, Specialty Food, Mexican"
"50","u 9","Chuck","2009-07",3.73,"Elite",10,2,"r 2765","House of Blues",3.5,"Las Vegas","NV",696,"Mandalay Bay Hotel
3950 Las Vegas Blvd S
The Strip
Las Vegas, NV 89119","Arts & Entertainment, Music Venues, Hotels, Event Planning & Services, Hotels & Travel, American (New), Nightlife"
"51","u 9","Chuck","2009-07",3.73,"Elite",10,3,"r 4549","Serendipity 3",3,"Las Vegas","NV",3781,"Caesars Palace Las Vegas Hotel And Casino
3570 Las Vegas Boulevard South
The Strip
Las Vegas, NV 89109","Food, Desserts, American (Traditional)"
"52","u 9","Chuck","2009-07",3.73,"Elite",10,4,"r 3367","Bachi Burger",4,"Las Vegas","NV",2622,"470 E Windmill Ln
Ste 100
Southeast
Las Vegas, NV 89123","Burgers"
"53","u 9","Chuck","2009-07",3.73,"Elite",10,2,"r 1516","HEXX kitchen + bar",3.5,"Las Vegas","NV",504,"Paris Las Vegas
3655 Las Vegas Blvd S
The Strip
Las Vegas, NV 89109","Bars, Food, Desserts, Cocktail Bars, Nightlife, American (New)"
"54","u 9","Chuck","2009-07",3.73,"Elite",10,4,"r 2495","Ramen Sora",4,"Las Vegas","NV",924,"4490 Spring Mountain Rd
Chinatown
Las Vegas, NV 89102","Ramen, Japanese"
"55","u 9","Chuck","2009-07",3.73,"Elite",10,4,"r 3565","Flour & Barley",3.5,"Las Vegas","NV",306,"3545 Las Vegas Blvd S
The Strip
Las Vegas, NV 89109","Italian, Pizza, Gastropubs"
"56","u 9","Chuck","2009-07",3.73,"Elite",10,5,"r 3815","The Peppermill Restaurant & Fireside Lounge",4,"Las Vegas","NV",2120,"2985 Las Vegas Blvd S
The Strip
Las Vegas, NV 89109","Bars, American (Traditional), Breakfast & Brunch, Nightlife, Lounges"
"57","u 9","Chuck","2009-07",3.73,"Elite",10,4,"r 2706","Hyakumi",3,"Las Vegas","NV",95,"Caesars Palace
3570 Las Vegas Blvd S
The Strip
Las Vegas, NV 89136","Sushi Bars, Japanese"
"58","u 9","Chuck","2009-07",3.73,"Elite",10,4,"r 2111","Tom's Urban",3.5,"Las Vegas","NV",761,"New York New York Las Vegas Hotel And Casino
3790 Las Vegas Blvd S
The Strip
Las Vegas, NV 89109","Bars, American (New), Nightlife"
"59","u 9","Chuck","2009-07",3.73,"Elite",10,3,"r 3992","Raffles Cafe",3,"Las Vegas","NV",388,"Mandalay Bay Hotel And Casino
3950 S Las Vegas Blvd
The Strip
Las Vegas, NV 89119","Cafes, American (Traditional), Diners"
"60","u 10","Darren","2011-08",3.87,"Elite",6,4,"r 4889","Wicked Spoon",3.5,"Las Vegas","NV",4967,"The Cosmopolitan of Las Vegas
3708 Las Vegas Blvd S
The Strip
Las Vegas, NV 89109","Breakfast & Brunch, Buffets"
"61","u 10","Darren","2011-08",3.87,"Elite",6,1,"r 3745","barMASA",2.5,"Las Vegas","NV",245,"ARIA Resort & Casino
3744 Las Vegas Blvd S
The Strip
Las Vegas, NV 89109","Sushi Bars, Japanese"
"62","u 10","Darren","2011-08",3.87,"Elite",6,4,"r 514","L'Atelier de Joël Robuchon",4.5,"Las Vegas","NV",864,"MGM Grand Hotel and Casino
3799 Las Vegas Boulevard South
Eastside
Las Vegas, NV 89109","French"
"63","u 10","Darren","2011-08",3.87,"Elite",6,5,"r 4155","Twist by Pierre Gagnaire",4.5,"Las Vegas","NV",217,"Mandarin Oriental
3752 Las Vegas Blvd S
The Strip
Las Vegas, NV 89158","American (New), French"
"64","u 10","Darren","2011-08",3.87,"Elite",6,4,"r 1160","Shibuya",4,"Las Vegas","NV",725,"MGM Grand Hotel and Casino
3799 Las Vegas Boulevard South
Eastside
Las Vegas, NV 89109","Japanese"
"65","u 10","Darren","2011-08",3.87,"Elite",6,4,"r 3122","Sage",4,"Las Vegas","NV",880,"ARIA Resort & Casino
3732 Las Vegas Blvd S
The Strip
Las Vegas, NV 89109","American (New), Mediterranean"
"66","u 11","Niki","2014-12",3.96,"non-Elite",7,4,"r 495","Brooklyn Bowl",3.5,"Las Vegas","NV",411,"3545 Las Vegas Blvd S
Ste 22
The Strip
Las Vegas, NV 89109","Arts & Entertainment, Music Venues, Nightlife, Bowling, Active Life, American (New)"
"67","u 11","Niki","2014-12",3.96,"non-Elite",7,3,"r 4794","La Pizza",3.5,"Las Vegas","NV",47,"Paris Las Vegas
3655 Las Vegas Blvd S
The Strip
Las Vegas, NV 89109","Pizza, Food Stands"
"68","u 11","Niki","2014-12",3.96,"non-Elite",7,2,"r 2462","Toby Keith's I Love This Bar & Grill",3,"Las Vegas","NV",475,"Harrah's Las Vegas Hotel & Casino
3475 Las Vegas Boulevard South
The Strip
Las Vegas, NV 89109","American (Traditional)"
"69","u 11","Niki","2014-12",3.96,"non-Elite",7,4,"r 3410","Hash House A Go Go",4,"Las Vegas","NV",3577,"The LINQ Hotel & Casino
3535 Las Vegas Blvd S
The Strip
Las Vegas, NV 89109","Breakfast & Brunch, American (New)"
"70","u 11","Niki","2014-12",3.96,"non-Elite",7,5,"r 470","Mon Ami Gabi",4,"Las Vegas","NV",6200,"3655 Las Vegas Blvd S
The Strip
Las Vegas, NV 89109","Breakfast & Brunch, Steakhouses, French"
"71","u 11","Niki","2014-12",3.96,"non-Elite",7,4,"r 3580","Le Village Buffet",3.5,"Las Vegas","NV",1788,"Paris Las Vegas Hotel & Casino
3655 Las Vegas Boulevard South
The Strip
Las Vegas, NV 89109","Buffets"
"72","u 11","Niki","2014-12",3.96,"non-Elite",7,5,"r 1506","Mesa Grill",4,"Las Vegas","NV",2643,"Caesars Palace Las Vegas Hotel And Casino
3570 Las Vegas Boulevard South
The Strip
Las Vegas, NV 89109","Southern"
"73","u 12","Ryan","2010-04",3.94,"non-Elite",20,4,"r 2884","The Buffet at Monte Carlo",2.5,"Las Vegas","NV",378,"Monte Carlo Hotel and Casino
3770 Las Vegas Blvd S
The Strip
Las Vegas, NV 89109","American (Traditional), Buffets"
"74","u 12","Ryan","2010-04",3.94,"non-Elite",20,2,"r 4152","The Buffet",2.5,"Las Vegas","NV",138,"Stratosphere
2000 S Las Vegas Blvd
The Strip
Las Vegas, NV 89104","Buffets"
"75","u 12","Ryan","2010-04",3.94,"non-Elite",20,4,"r 470","Mon Ami Gabi",4,"Las Vegas","NV",6200,"3655 Las Vegas Blvd S
The Strip
Las Vegas, NV 89109","Breakfast & Brunch, Steakhouses, French"
"76","u 12","Ryan","2010-04",3.94,"non-Elite",20,4,"r 4197","Bistro Buffet",3,"Las Vegas","NV",384,"Palms Casino Resort
4321 W Flamingo Rd
Las Vegas, NV 89103","Buffets"
"77","u 12","Ryan","2010-04",3.94,"non-Elite",20,1,"r 3787","Spice Market Buffet",3,"Las Vegas","NV",1498,"Planet Hollywood Las Vegas Resort & Casino
3667 Las Vegas Boulevard South
The Strip
Las Vegas, NV 89109","Buffets"
"78","u 12","Ryan","2010-04",3.94,"non-Elite",20,5,"r 2050","PublicUs",4,"Las Vegas","NV",354,"1126 Fremont St
Downtown
Las Vegas, NV 89101","Food, Coffee & Tea, Cafes, American (New)"
"79","u 12","Ryan","2010-04",3.94,"non-Elite",20,2,"r 2352","Harley-Davidson Las Vegas Cafe",3,"Las Vegas","NV",279,"3725 Las Vegas Blvd S
The Strip
Las Vegas, NV 89109","Burgers, American (Traditional), Barbeque"
"80","u 12","Ryan","2010-04",3.94,"non-Elite",20,4,"r 2974","Pho Thanh Huong",4,"Las Vegas","NV",311,"1131 E Tropicana Ave
Ste D
Southeast
Las Vegas, NV 89119","Vietnamese"
"81","u 12","Ryan","2010-04",3.94,"non-Elite",20,4,"r 71","Toros Cantina & Gaming",3.5,"Las Vegas","NV",221,"11760 W Charleston Blvd
Summerlin
Las Vegas, NV 89138","Mexican"
"82","u 12","Ryan","2010-04",3.94,"non-Elite",20,5,"r 493","Seasons Buffet",3.5,"Las Vegas","NV",240,"Silverton Casino Hotel
3333 Blue Diamond Rd
Southwest
Las Vegas, NV 89139","Buffets"
"83","u 12","Ryan","2010-04",3.94,"non-Elite",20,3,"r 851","Cravings Buffet",3.5,"Las Vegas","NV",1054,"The Mirage Hotel & Casino
3400 S Las Vegas Blvd
The Strip
Las Vegas, NV 89109","American (Traditional), American (New), Buffets"
"84","u 12","Ryan","2010-04",3.94,"non-Elite",20,4,"r 1108","Public House",3,"Las Vegas","NV",174,"Luxor Las Vegas
3900 S Las Vegas Blvd
The Strip
Las Vegas, NV 89119","Bars, American (Traditional), Food, Beer, Wine & Spirits, Nightlife, Sports Bars"
"85","u 12","Ryan","2010-04",3.94,"non-Elite",20,3,"r 3843","Rainforest Café",2.5,"Las Vegas","NV",454,"3799 Las Vegas Blvd
The Strip
Las Vegas, NV 89109","American (Traditional)"
"86","u 12","Ryan","2010-04",3.94,"non-Elite",20,5,"r 3392","Avenue Cafe",3,"Las Vegas","NV",168,"M G M Grand Hotel And Casino
3799 Las Vegas Boulevard South
Eastside
Las Vegas, NV 89109","Bars, American (Traditional), Nightlife"
"87","u 12","Ryan","2010-04",3.94,"non-Elite",20,3,"r 959","The Cafe at Monte Carlo",2.5,"Las Vegas","NV",141,"Monte Carlo Hotel and Casino
3770 Las Vegas Blvd S
The Strip
Las Vegas, NV 89109","Sandwiches, American (Traditional), Cafes"
"88","u 12","Ryan","2010-04",3.94,"non-Elite",20,5,"r 493","Seasons Buffet",3.5,"Las Vegas","NV",240,"Silverton Casino Hotel
3333 Blue Diamond Rd
Southwest
Las Vegas, NV 89139","Buffets"
"89","u 12","Ryan","2010-04",3.94,"non-Elite",20,4,"r 1243","MGM Grand Buffet",2.5,"Las Vegas","NV",830,"MGM Grand
3799 Las Vegas Blvd S
Eastside
Las Vegas, NV 89109","American (Traditional), Buffets"
"90","u 12","Ryan","2010-04",3.94,"non-Elite",20,4,"r 4197","Bistro Buffet",3,"Las Vegas","NV",384,"Palms Casino Resort
4321 W Flamingo Rd
Las Vegas, NV 89103","Buffets"
"91","u 12","Ryan","2010-04",3.94,"non-Elite",20,4,"r 1243","MGM Grand Buffet",2.5,"Las Vegas","NV",830,"MGM Grand
3799 Las Vegas Blvd S
Eastside
Las Vegas, NV 89109","American (Traditional), Buffets"
"92","u 12","Ryan","2010-04",3.94,"non-Elite",20,4,"r 2245","Gangnam Asian BBQ Dining",4.5,"Las Vegas","NV",3767,"4480 Paradise Rd
Eastside
Las Vegas, NV 89169","Korean, Japanese, Barbeque"
"93","u 13","Christine","2011-11",4.26,"Elite",8,4,"r 4839","Le Thai",4,"Las Vegas","NV",1024,"523 Fremont St
Downtown
Las Vegas, NV 89101","Thai, Beer Gardens, Nightlife"
"94","u 13","Christine","2011-11",4.26,"Elite",8,4,"r 1087","Du-Par's Restaurant and Bakery",4,"Las Vegas","NV",665,"Golden Gate Casino
1 Fremont St
Downtown
Las Vegas, NV 89101","Bakeries, Food, Breakfast & Brunch, American (Traditional)"
"95","u 13","Christine","2011-11",4.26,"Elite",8,5,"r 470","Mon Ami Gabi",4,"Las Vegas","NV",6200,"3655 Las Vegas Blvd S
The Strip
Las Vegas, NV 89109","Breakfast & Brunch, Steakhouses, French"
"96","u 13","Christine","2011-11",4.26,"Elite",8,4,"r 2475","Anthony & Marios Broadway Pizzeria",4,"Las Vegas","NV",206,"840 S Rancho Dr
Downtown
Las Vegas, NV 89106","Italian, Pizza, Salad"
"97","u 13","Christine","2011-11",4.26,"Elite",8,5,"r 2563","Beijing Noodle Cafe",4,"Las Vegas","NV",179,"4130 S Sandhill Rd
Eastside
Las Vegas, NV 89121","Chinese"
"98","u 13","Christine","2011-11",4.26,"Elite",8,4,"r 2739","Herbs & Rye",4,"Las Vegas","NV",779,"3713 W Sahara Ave
Westside
Las Vegas, NV 89102","Bars, Cocktail Bars, Nightlife, Italian, Steakhouses"
